,sdg,relevance,fos_ids,fos_names,publication
0,SDG_15,2.0,"53565203, 2779223538","Species richness, Protected area",https://marineinfo.org/id/publication/347954
0,SDG_14,2.0,74501621,Sea level,https://marineinfo.org/id/publication/289604
1,SDG_16,1.0,22467394,Multidisciplinary approach,https://marineinfo.org/id/publication/289604
0,SDG_14,2.0,"2986433049, 13474642","Baltic sea, Invertebrate",https://marineinfo.org/id/publication/355192
1,SDG_2,1.0,2986433049,Baltic sea,https://marineinfo.org/id/publication/355192
0,SDG_2,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/390945
1,SDG_3,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/390945
2,SDG_14,3.0,130217890,Biodiversity,https://marineinfo.org/id/publication/390945
0,SDG_13,4.0,"187460315, 143906210, 29141058","Severe weather, Atmosphere, Tropical cyclone",https://marineinfo.org/id/publication/327916
1,SDG_9,1.0,22607594,Enabling,https://marineinfo.org/id/publication/327916
2,SDG_12,1.0,187460315,Severe weather,https://marineinfo.org/id/publication/327916
0,SDG_15,3.0,2778830712,Nematode,https://marineinfo.org/id/publication/238098
1,SDG_3,2.0,181389837,Bioavailability,https://marineinfo.org/id/publication/238098
2,SDG_6,2.0,"130309983, 2816523","Biogeochemistry, Sediment",https://marineinfo.org/id/publication/238098
0,SDG_14,2.0,21790881,Deep sea,https://marineinfo.org/id/publication/350263
0,SDG_3,5.0,"539274931, 105702510, 2776752453","Reproductive system, Anatomy, Pharynx",https://marineinfo.org/id/publication/247314
1,SDG_14,1.0,134037308,Marine habitats,https://marineinfo.org/id/publication/247314
0,SDG_2,3.0,"2992957956, 24061886, 113416529","Marine fish, Overfishing, Marine conservation",https://marineinfo.org/id/publication/366745
1,SDG_14,3.0,"2992957956, 24061886, 113416529","Marine fish, Overfishing, Marine conservation",https://marineinfo.org/id/publication/366745
2,SDG_15,1.0,2779860289,Population decline,https://marineinfo.org/id/publication/366745
0,SDG_3,2.0,"195289149, 46797941","Toxicokinetics, Ecotoxicity",https://marineinfo.org/id/publication/359287
0,SDG_14,3.0,"130217890, 98083399","Biodiversity, Underwater",https://marineinfo.org/id/publication/347483
1,SDG_15,2.0,132124917,Species distribution,https://marineinfo.org/id/publication/347483
2,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/347483
0,SDG_14,10.0,"130217890, 2986433049, 129513315, 158836135","Biodiversity, Baltic sea, Salinity, Zooplankton",https://marineinfo.org/id/publication/282455
1,SDG_2,8.0,"130217890, 2986433049","Biodiversity, Baltic sea",https://marineinfo.org/id/publication/282455
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/282455
0,SDG_3,3.0,"130217890, 59659247","Biodiversity, Reproduction",https://marineinfo.org/id/publication/324968
1,SDG_2,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/324968
2,SDG_14,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/324968
0,SDG_2,6.0,77044568,Reef,https://marineinfo.org/id/publication/364023
1,SDG_13,6.0,77044568,Reef,https://marineinfo.org/id/publication/364023
2,SDG_14,6.0,77044568,Reef,https://marineinfo.org/id/publication/364023
0,SDG_2,5.0,"130217890, 4792198, 509243982, 2781003712","Biodiversity, Land use, Animal feed, Ruminant",https://marineinfo.org/id/publication/361066
1,SDG_11,3.0,"132943942, 4792198","Footprint, Land use",https://marineinfo.org/id/publication/361066
2,SDG_15,3.0,"4792198, 2781003712","Land use, Ruminant",https://marineinfo.org/id/publication/361066
0,SDG_14,11.0,"86909935, 3019955603","Aquaculture, Fish species",https://marineinfo.org/id/publication/348488
1,SDG_2,7.0,3019955603,Fish species,https://marineinfo.org/id/publication/348488
2,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/348488
0,SDG_14,2.0,158836135,Zooplankton,https://marineinfo.org/id/publication/300564
0,SDG_14,1.0,84766238,Crustacean,https://marineinfo.org/id/publication/301056
0,SDG_14,2.0,"143020374, 2777626579","Coral, Anthozoa",https://marineinfo.org/id/publication/365046
1,SDG_2,1.0,143020374,Coral,https://marineinfo.org/id/publication/365046
0,SDG_14,14.0,"158836135, 149348798","Zooplankton, Upwelling",https://marineinfo.org/id/publication/368320
1,SDG_7,2.0,2992152313,Primary productivity,https://marineinfo.org/id/publication/368320
2,SDG_15,1.0,194229684,Values,https://marineinfo.org/id/publication/368320
0,SDG_3,2.0,"2780723820, 2781023229","Nucleus, Apicomplexa",https://marineinfo.org/id/publication/288118
1,SDG_2,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/288118
2,SDG_14,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/288118
0,SDG_7,2.0,61980418,Location,https://marineinfo.org/id/publication/287661
1,SDG_2,1.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/287661
2,SDG_9,1.0,166566249,Gain,https://marineinfo.org/id/publication/287661
0,SDG_14,6.0,"2988134249, 149340888, 2781094106, 2984876570","Deep water, Bycatch, Commercial fishing, Pacific ocean",https://marineinfo.org/id/publication/288366
1,SDG_2,2.0,"149340888, 2781094106","Bycatch, Commercial fishing",https://marineinfo.org/id/publication/288366
0,SDG_14,31.0,"79367842, 130217890, 2994382997","Coral reef, Biodiversity, Coral species",https://marineinfo.org/id/publication/347810
1,SDG_2,21.0,"130217890, 2994382997, 60359462","Biodiversity, Coral species, Extinction",https://marineinfo.org/id/publication/347810
2,SDG_15,8.0,"58941895, 53565203, 60359462, 2992867484, 132124917","Ecosystem services, Species richness, Extinction, Habitat suitability, Species distribution",https://marineinfo.org/id/publication/347810
0,SDG_3,1.0,2777397205,Saline,https://marineinfo.org/id/publication/367269
1,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/367269
0,SDG_14,16.0,"16989226, 559758991, 143020374, 2983338891","Environmental change, Algae, Coral, Great barrier reef",https://marineinfo.org/id/publication/363353
1,SDG_2,14.0,"143020374, 2983338891, 152382732","Coral, Great barrier reef, Shore",https://marineinfo.org/id/publication/363353
2,SDG_11,2.0,128570904,Building,https://marineinfo.org/id/publication/363353
0,SDG_2,1.0,68874143,Mangrove,https://marineinfo.org/id/publication/321661
1,SDG_3,1.0,2781255879,Spots,https://marineinfo.org/id/publication/321661
2,SDG_15,1.0,68874143,Mangrove,https://marineinfo.org/id/publication/321661
0,SDG_2,2.0,"143020374, 77044568","Coral, Reef",https://marineinfo.org/id/publication/345310
1,SDG_14,2.0,"143020374, 77044568","Coral, Reef",https://marineinfo.org/id/publication/345310
2,SDG_11,1.0,128570904,Building,https://marineinfo.org/id/publication/345310
0,SDG_11,1.0,55958113,Indigenous,https://marineinfo.org/id/publication/354643
0,SDG_11,2.0,"31858485, 46312422","Excavation, Communication",https://marineinfo.org/id/publication/282322
1,SDG_2,1.0,152382732,Shore,https://marineinfo.org/id/publication/282322
0,SDG_14,7.0,"2993244835, 2777774347, 514101110, 143020374","Marine biodiversity, Sea level rise, Fishing, Coral",https://marineinfo.org/id/publication/303966
1,SDG_2,5.0,"143020374, 514101110, 68874143, 152613627","Coral, Fishing, Mangrove, Overexploitation",https://marineinfo.org/id/publication/303966
2,SDG_15,2.0,68874143,Mangrove,https://marineinfo.org/id/publication/303966
0,SDG_3,2.0,"2777734688, 98722961","Conus, Phylogenetic diversity",https://marineinfo.org/id/publication/296476
0,SDG_15,2.0,"2779043415, 30968088","Mediterranean sea, Diversity index",https://marineinfo.org/id/publication/312789
1,SDG_6,1.0,2777610350,Water Framework Directive,https://marineinfo.org/id/publication/312789
0,SDG_15,2.0,53565203,Species richness,https://marineinfo.org/id/publication/304363
1,SDG_2,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/304363
2,SDG_14,1.0,2776841996,Shrimp,https://marineinfo.org/id/publication/304363
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/318326
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/318326
2,SDG_9,1.0,150903083,Biotechnology,https://marineinfo.org/id/publication/318326
0,SDG_2,2.0,2994199040,Food availability,https://marineinfo.org/id/publication/302690
1,SDG_3,2.0,189708586,Systematic review,https://marineinfo.org/id/publication/302690
2,SDG_12,2.0,189708586,Systematic review,https://marineinfo.org/id/publication/302690
0,SDG_9,2.0,"2779855849, 2776244466","Demosponge, Dictyoceratida",https://marineinfo.org/id/publication/255599
1,SDG_14,2.0,"2985189572, 2983338891","Indian ocean, Great barrier reef",https://marineinfo.org/id/publication/255599
2,SDG_2,1.0,2983338891,Great barrier reef,https://marineinfo.org/id/publication/255599
0,SDG_15,5.0,"2778830712, 194229684","Nematode, Values",https://marineinfo.org/id/publication/391819
1,SDG_14,2.0,19829342,Ocean acidification,https://marineinfo.org/id/publication/391819
2,SDG_16,1.0,135342440,Scenario,https://marineinfo.org/id/publication/391819
0,SDG_14,1.0,21790881,Deep sea,https://marineinfo.org/id/publication/310126
0,SDG_4,1.0,106432739,Education,https://marineinfo.org/id/publication/301568
1,SDG_11,1.0,2780049196,Provenance,https://marineinfo.org/id/publication/301568
2,SDG_16,1.0,148834064,Government,https://marineinfo.org/id/publication/301568
0,SDG_13,4.0,518008717,Arctic,https://marineinfo.org/id/publication/360443
1,SDG_14,4.0,518008717,Arctic,https://marineinfo.org/id/publication/360443
2,SDG_3,1.0,46762472,Peripheral,https://marineinfo.org/id/publication/360443
0,SDG_15,5.0,2778830712,Nematode,https://marineinfo.org/id/publication/312809
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367327
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367327
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/367327
0,SDG_3,6.0,"2779650520, 2780010017, 2779698884, 2778019345, 2778220009, 29730261","Iduronic acid, GalP, D-Glucose, Hepatocellular carcinoma, Cervical cancer, Toxicity",https://marineinfo.org/id/publication/368375
0,SDG_13,5.0,518008717,Arctic,https://marineinfo.org/id/publication/363456
1,SDG_14,5.0,518008717,Arctic,https://marineinfo.org/id/publication/363456
2,SDG_3,1.0,523546767,Bacteria,https://marineinfo.org/id/publication/363456
0,SDG_11,2.0,55958113,Indigenous,https://marineinfo.org/id/publication/331887
0,SDG_14,9.0,"130217890, 151152651, 2992957956","Biodiversity, Marine ecosystem, Marine fish",https://marineinfo.org/id/publication/313884
1,SDG_2,6.0,"72958200, 130217890, 2992957956","Trophic level, Biodiversity, Marine fish",https://marineinfo.org/id/publication/313884
2,SDG_3,4.0,130217890,Biodiversity,https://marineinfo.org/id/publication/313884
0,SDG_2,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/329896
1,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/329896
2,SDG_14,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/329896
0,SDG_6,3.0,"105306849, 2816523","Storm, Sediment",https://marineinfo.org/id/publication/332485
1,SDG_2,2.0,"130217890, 68874143","Biodiversity, Mangrove",https://marineinfo.org/id/publication/332485
2,SDG_3,1.0,130217890,Biodiversity,https://marineinfo.org/id/publication/332485
0,SDG_3,1.0,2777248721,Heel,https://marineinfo.org/id/publication/332054
0,SDG_6,4.0,"2816523, 2777489503","Sediment, Temporal scales",https://marineinfo.org/id/publication/339764
1,SDG_3,3.0,"140367703, 125370674","Ecological health, Stressor",https://marineinfo.org/id/publication/339764
2,SDG_14,3.0,"134097258, 2779042980, 165082838","Sea surface temperature, Ecosystem-based management, Wind wave",https://marineinfo.org/id/publication/339764
0,SDG_2,1.0,516717267,Food safety,https://marineinfo.org/id/publication/287788
1,SDG_3,1.0,88667222,Assay,https://marineinfo.org/id/publication/287788
2,SDG_6,1.0,112570922,Contamination,https://marineinfo.org/id/publication/287788
0,SDG_14,4.0,"134037308, 129513315, 2983223943","Marine habitats, Salinity, North sea",https://marineinfo.org/id/publication/61243
1,SDG_3,3.0,"2780354344, 2776767524","Enchytraeidae, Naididae",https://marineinfo.org/id/publication/61243
2,SDG_6,1.0,2777015086,High water mark,https://marineinfo.org/id/publication/61243
0,SDG_11,2.0,55958113,Indigenous,https://marineinfo.org/id/publication/354311
1,SDG_3,1.0,168866064,Freshwater mollusc,https://marineinfo.org/id/publication/354311
0,SDG_2,1.0,3019955603,Fish species,https://marineinfo.org/id/publication/350820
1,SDG_3,1.0,92028520,SUPERFAMILY,https://marineinfo.org/id/publication/350820
2,SDG_14,1.0,3019955603,Fish species,https://marineinfo.org/id/publication/350820
0,SDG_15,3.0,"2993009931, 43827410","Extinct species, IUCN Red List",https://marineinfo.org/id/publication/364026
1,SDG_2,2.0,2993009931,Extinct species,https://marineinfo.org/id/publication/364026
2,SDG_16,2.0,"43827410, 17520342","IUCN Red List, Threat",https://marineinfo.org/id/publication/364026
0,SDG_9,5.0,76444178,Connectivity,https://marineinfo.org/id/publication/348782
0,SDG_6,1.0,2777610350,Water Framework Directive,https://marineinfo.org/id/publication/347465
1,SDG_7,1.0,61980418,Location,https://marineinfo.org/id/publication/347465
0,SDG_9,1.0,173801870,Heuristic,https://marineinfo.org/id/publication/332479
0,SDG_3,2.0,89623803,Pandemic,https://marineinfo.org/id/publication/369099
1,SDG_2,1.0,514101110,Fishing,https://marineinfo.org/id/publication/369099
2,SDG_11,1.0,115051666,Ranging,https://marineinfo.org/id/publication/369099
0,SDG_3,6.0,"2781161787, 556039675","Hippocampus, Traditional medicine",https://marineinfo.org/id/publication/339690
1,SDG_14,6.0,"95803793, 86909935, 24061886","CITES, Aquaculture, Overfishing",https://marineinfo.org/id/publication/339690
2,SDG_2,4.0,"95803793, 24061886","CITES, Overfishing",https://marineinfo.org/id/publication/339690
0,SDG_2,2.0,68874143,Mangrove,https://marineinfo.org/id/publication/332195
1,SDG_15,2.0,68874143,Mangrove,https://marineinfo.org/id/publication/332195
2,SDG_3,1.0,206332053,Gizzard,https://marineinfo.org/id/publication/332195
0,SDG_15,1.0,2778830712,Nematode,https://marineinfo.org/id/publication/312890
0,SDG_3,1.0,105702510,Anatomy,https://marineinfo.org/id/publication/354623
1,SDG_15,1.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/354623
0,SDG_2,9.0,"505870484, 514101110, 77044568, 112149622","Fishery, Fishing, Reef, Biotope",https://marineinfo.org/id/publication/324814
1,SDG_14,8.0,"505870484, 514101110, 77044568","Fishery, Fishing, Reef",https://marineinfo.org/id/publication/324814
2,SDG_13,5.0,77044568,Reef,https://marineinfo.org/id/publication/324814
0,SDG_2,1.0,77044568,Reef,https://marineinfo.org/id/publication/324814
1,SDG_13,1.0,77044568,Reef,https://marineinfo.org/id/publication/324814
2,SDG_14,1.0,77044568,Reef,https://marineinfo.org/id/publication/324814
0,SDG_14,7.0,"68800169, 151152651, 77044568, 21790881, 130217890","Marine protected area, Marine ecosystem, Reef, Deep sea, Biodiversity",https://marineinfo.org/id/publication/282347
1,SDG_2,4.0,"68800169, 130217890, 77044568","Marine protected area, Biodiversity, Reef",https://marineinfo.org/id/publication/282347
2,SDG_3,2.0,130217890,Biodiversity,https://marineinfo.org/id/publication/282347
0,SDG_14,2.0,129513315,Salinity,https://marineinfo.org/id/publication/339674
1,SDG_13,1.0,2993126654,Climatic variability,https://marineinfo.org/id/publication/339674
0,SDG_15,2.0,2779043415,Mediterranean sea,https://marineinfo.org/id/publication/288264
0,SDG_2,3.0,152382732,Shore,https://marineinfo.org/id/publication/363236
1,SDG_6,2.0,"69661492, 2777015086","Transect, High water mark",https://marineinfo.org/id/publication/363236
2,SDG_14,1.0,559758991,Algae,https://marineinfo.org/id/publication/363236
0,SDG_14,4.0,"86909935, 172269249","Aquaculture, Marine invertebrates",https://marineinfo.org/id/publication/246974
1,SDG_2,3.0,172269249,Marine invertebrates,https://marineinfo.org/id/publication/246974
2,SDG_3,2.0,74187038,Drug discovery,https://marineinfo.org/id/publication/246974
0,SDG_3,3.0,"95190672, 523546767","Meta-analysis, Bacteria",https://marineinfo.org/id/publication/332716
1,SDG_6,1.0,2816523,Sediment,https://marineinfo.org/id/publication/332716
2,SDG_9,1.0,22607594,Enabling,https://marineinfo.org/id/publication/332716
0,SDG_15,8.0,"53565203, 68874143","Species richness, Mangrove",https://marineinfo.org/id/publication/348243
1,SDG_2,7.0,68874143,Mangrove,https://marineinfo.org/id/publication/348243
2,SDG_14,4.0,"134097258, 129513315, 2983223943","Sea surface temperature, Salinity, North sea",https://marineinfo.org/id/publication/348243
0,SDG_15,2.0,"20450499, 194229684","Detrended correspondence analysis, Values",https://marineinfo.org/id/publication/305092
1,SDG_2,1.0,20450499,Detrended correspondence analysis,https://marineinfo.org/id/publication/305092
2,SDG_3,1.0,109051061,Biomonitoring,https://marineinfo.org/id/publication/305092
0,SDG_14,7.0,"79367842, 2779735984","Coral reef, Jellyfish",https://marineinfo.org/id/publication/287916
